model,number_of_genes,accuracy,accuracy_sd,balanced_accuracy,balanced_accuracy_sd,macro_f1,macro_f1_sd,section,ei_group,outer_fold
ExtraTrees,40,0.6606060606060605,0.09208831150922876,0.6422222222222221,0.11566234381931648,0.6267436267436267,0.11115795193403037,6,excitatory,1
RandomForest,20,0.6439393939393939,0.061917626490007704,0.6311111111111111,0.07573508083534213,0.6185954785954786,0.09587915970196931,6,excitatory,1
LogisticRegression,1,0.6454545454545453,0.07642133462374844,0.6255555555555555,0.08941510906102537,0.627008177008177,0.08406035746543271,6,excitatory,1
LogisticRegression,20,0.6272727272727272,0.11189576022810155,0.6155555555555555,0.13781361541078802,0.623068783068783,0.12636925651624853,6,excitatory,1
LogisticRegression,40,0.6272727272727272,0.11189576022810155,0.6144444444444443,0.14523714111925307,0.599047619047619,0.13986766232036252,6,excitatory,1
LogisticRegression,2,0.6287878787878787,0.07902063521457756,0.6088888888888888,0.08795341078739245,0.6118759018759019,0.08058291713634458,6,excitatory,1
RandomForest,1,0.6257575757575757,0.1173240041370057,0.6088888888888888,0.1331758329019789,0.5952380952380952,0.14982983545287878,6,excitatory,1
ExtraTrees,1,0.6090909090909091,0.04900291402665523,0.5922222222222222,0.06291283407507582,0.586002886002886,0.07074298937489201,6,excitatory,1
ExtraTrees,20,0.6075757575757577,0.12340813754119537,0.5922222222222222,0.1347425528760516,0.5756854256854258,0.13942605218670082,6,excitatory,1
LogisticRegression,3,0.5954545454545455,0.10460033693389821,0.5811111111111111,0.115822341604782,0.5774603174603175,0.10560340245096966,6,excitatory,1
RandomForest,40,0.593939393939394,0.09371919451025525,0.5755555555555556,0.11025223605694151,0.5447330447330447,0.11759620717277429,6,excitatory,1
ExtraTrees,2,0.5757575757575758,0.054839275972284406,0.5588888888888889,0.07274172134814626,0.539153439153439,0.09568384808852752,6,excitatory,1
ExtraTrees,3,0.5757575757575757,0.07606000241218867,0.5588888888888888,0.09581360505471155,0.5325396825396825,0.11606975156689611,6,excitatory,1
RandomForest,2,0.5590909090909091,0.06217661978388845,0.5422222222222222,0.07475061418468516,0.5338864838864839,0.08836642576002829,6,excitatory,1
LogisticRegression,5,0.5409090909090909,0.12959639260814,0.5199999999999999,0.1480156815182386,0.5257383357383357,0.13325970570215503,6,excitatory,1
ExtraTrees,5,0.5227272727272727,0.1136868574685095,0.5033333333333333,0.1261294651352674,0.4926695526695527,0.11247883896935984,6,excitatory,1
RandomForest,3,0.509090909090909,0.05575263482719424,0.49222222222222217,0.0652251560952852,0.48330447330447324,0.06970509610642815,6,excitatory,1
RandomForest,10,0.509090909090909,0.09308013668731921,0.49222222222222217,0.11598211867288788,0.48092352092352086,0.0989459054829508,6,excitatory,1
LogisticRegression,10,0.5075757575757576,0.11338355717496792,0.49000000000000005,0.13418248123956025,0.4897354497354497,0.13256586039783963,6,excitatory,1
RandomForest,5,0.5060606060606061,0.1325562756248449,0.4866666666666667,0.14876445878478792,0.47759018759018756,0.13709848833323657,6,excitatory,1
ExtraTrees,10,0.48939393939393944,0.12691146419013288,0.47555555555555556,0.1375984496036686,0.4634632034632034,0.12690507108121574,6,excitatory,1
LogisticRegression,5,0.6916666666666667,0.042491829279939886,0.6620833333333331,0.047372642912848484,0.6480602455679854,0.03789910198280933,8,excitatory,1
ExtraTrees,5,0.6833333333333333,0.042491829279939886,0.6500992063492064,0.06100472599397852,0.6322285763771832,0.05771377940530226,8,excitatory,1
RandomForest,5,0.6833333333333333,0.042491829279939886,0.6409920634920634,0.06116759397576524,0.6290187152029256,0.05907104764458707,8,excitatory,1
RandomForest,40,0.675,0.06123724356957946,0.6298809523809524,0.07879873325639056,0.6158479532163742,0.07464479093378017,8,excitatory,1
RandomForest,20,0.6833333333333333,0.062360956446232345,0.6286904761904762,0.0746252922296644,0.61910552897395,0.08079072915656034,8,excitatory,1
ExtraTrees,40,0.6666666666666667,0.052704627669472995,0.6229166666666666,0.05651056987354318,0.6170525973854147,0.0665492538399084,8,excitatory,1
RandomForest,10,0.6666666666666666,0.06972166887783961,0.6201587301587301,0.0788114219947558,0.6085664919875446,0.08240334644131468,8,excitatory,1
ExtraTrees,10,0.6583333333333334,0.04859126579037751,0.6167460317460318,0.06157198406309779,0.6033681231049652,0.0685920887485972,8,excitatory,1
ExtraTrees,20,0.65,0.08579691784155834,0.5991865079365079,0.10281416742565978,0.5900699455343418,0.1083011627590182,8,excitatory,1
LogisticRegression,10,0.6083333333333334,0.049999999999999996,0.5659920634920634,0.0569476383153874,0.5611427023269128,0.060981488146510436,8,excitatory,1
RandomForest,3,0.6083333333333334,0.05651941652604392,0.5517063492063492,0.07041427102599264,0.5288156872367399,0.07152367573642392,8,excitatory,1
LogisticRegression,20,0.5916666666666667,0.016666666666666653,0.55140873015873,0.02471352620378249,0.5396261633103739,0.028709644108971536,8,excitatory,1
LogisticRegression,3,0.6,0.10069204977995476,0.5409325396825396,0.1039670725729559,0.5314762220064078,0.119094329275379,8,excitatory,1
ExtraTrees,2,0.5916666666666668,0.06666666666666668,0.5353174603174603,0.093488896919991,0.5147028994397415,0.09070243855716192,8,excitatory,1
LogisticRegression,40,0.575,0.07168604389202189,0.5259722222222222,0.06775636487521708,0.5200464619659666,0.05952795132549723,8,excitatory,1
ExtraTrees,3,0.5833333333333334,0.05270462766947298,0.5212896825396826,0.0552756412034816,0.5063970274651389,0.059320194783159225,8,excitatory,1
ExtraTrees,1,0.5666666666666667,0.10069204977995479,0.5061507936507936,0.10095724756164355,0.49002674226358434,0.1008696964365292,8,excitatory,1
LogisticRegression,1,0.5583333333333333,0.042491829279939886,0.5057142857142857,0.04020673616016427,0.4472580953618105,0.03672705010102575,8,excitatory,1
LogisticRegression,2,0.5666666666666667,0.07728015412913086,0.5040476190476191,0.08217683907171529,0.4657794106478317,0.09581588892260692,8,excitatory,1
RandomForest,2,0.5666666666666667,0.033333333333333354,0.5023412698412699,0.045240601434337606,0.4796093818462239,0.05051743586878657,8,excitatory,1
RandomForest,1,0.5416666666666667,0.058925565098878974,0.4751984126984127,0.05964749055284473,0.4526818649187069,0.04857704477217298,8,excitatory,1
RandomForest,40,0.8333333333333334,0.10540925533894599,0.74,0.20591260281974003,0.6623737373737374,0.20740856891099846,9,inhibitory,1
ExtraTrees,40,0.8,0.12472191289246472,0.64,0.22449944320643647,0.5868181818181818,0.22003192856214496,9,inhibitory,1
ExtraTrees,20,0.8,0.0666666666666667,0.64,0.17435595774162696,0.5532828282828283,0.13022176621864076,9,inhibitory,1
LogisticRegression,20,0.7666666666666667,0.08164965809277264,0.62,0.1469693845669907,0.5227272727272727,0.08350533214033562,9,inhibitory,1
RandomForest,20,0.7666666666666667,0.08164965809277264,0.62,0.1469693845669907,0.5227272727272727,0.08350533214033562,9,inhibitory,1
RandomForest,10,0.7333333333333333,0.08164965809277264,0.6,0.16733200530681513,0.5118181818181818,0.09453452734056553,9,inhibitory,1
ExtraTrees,10,0.7333333333333333,0.08164965809277264,0.6,0.16733200530681513,0.5118181818181818,0.09453452734056553,9,inhibitory,1
LogisticRegression,40,0.8,0.0666666666666667,0.5599999999999999,0.17435595774162693,0.5082828282828282,0.13639341238695096,9,inhibitory,1
LogisticRegression,10,0.7,0.12472191289246475,0.5,0.16733200530681513,0.4534848484848485,0.09666096686910279,9,inhibitory,1
LogisticRegression,2,0.7666666666666667,0.08164965809277264,0.45999999999999996,0.04898979485566355,0.43272727272727274,0.02672170628490738,9,inhibitory,1
LogisticRegression,3,0.7666666666666667,0.08164965809277264,0.45999999999999996,0.04898979485566355,0.43272727272727274,0.02672170628490738,9,inhibitory,1
RandomForest,3,0.7333333333333333,0.08164965809277264,0.44000000000000006,0.04898979485566354,0.42181818181818187,0.026721706284907377,9,inhibitory,1
ExtraTrees,3,0.7333333333333333,0.08164965809277264,0.44000000000000006,0.04898979485566354,0.42181818181818187,0.026721706284907377,9,inhibitory,1
RandomForest,2,0.7,0.0666666666666667,0.42000000000000004,0.039999999999999994,0.41090909090909095,0.021818181818181803,9,inhibitory,1
ExtraTrees,2,0.7,0.0666666666666667,0.42000000000000004,0.039999999999999994,0.41090909090909095,0.021818181818181803,9,inhibitory,1
ExtraTrees,1,0.6666666666666666,0.10540925533894599,0.4,0.0632455532033676,0.3975757575757576,0.03844545824764535,9,inhibitory,1
RandomForest,5,0.6333333333333332,0.06666666666666665,0.38,0.040000000000000015,0.3866666666666666,0.026666666666666686,9,inhibitory,1
RandomForest,1,0.6333333333333333,0.12472191289246473,0.38,0.07483314773547883,0.3842424242424243,0.04609249294989466,9,inhibitory,1
LogisticRegression,1,0.6333333333333333,0.12472191289246473,0.38,0.07483314773547883,0.3842424242424242,0.046092492949894655,9,inhibitory,1
ExtraTrees,5,0.5999999999999999,0.0816496580927726,0.36,0.04898979485566358,0.37333333333333335,0.03265986323710906,9,inhibitory,1
LogisticRegression,5,0.5666666666666667,0.16996731711975951,0.34,0.10198039027185571,0.35424242424242425,0.06913077000064112,9,inhibitory,1
ExtraTrees,40,0.5644104607080898,0.026070534838956015,0.6236635631570697,0.021780618286640612,0.4903965583687377,0.04566281985338289,__NA__,__NA__,1
LogisticRegression,40,0.5922894043564866,0.026216538907646685,0.5809649790440876,0.016105781273140714,0.5273749829362103,0.012007169758624361,__NA__,__NA__,1
RandomForest,40,0.5207993317483776,0.00844830850395112,0.5710267685485594,0.02335013453572153,0.4635624035700624,0.02459896991732492,__NA__,__NA__,1
ExtraTrees,20,0.5035648653858511,0.016383451071990806,0.5643438521577789,0.013761181438705439,0.4224780376429759,0.021506654738517022,__NA__,__NA__,1
LogisticRegression,20,0.5405924307652766,0.027896498202881242,0.5446937950046167,0.041330368788328305,0.4846739467018879,0.03074834778255932,__NA__,__NA__,1
RandomForest,20,0.48479599049026534,0.011514629620915096,0.5268476324235289,0.0371629545061768,0.42630670827838363,0.026618698582998347,__NA__,__NA__,1
ExtraTrees,10,0.43103514746514177,0.008660154237447315,0.48655295164479656,0.030924727319303902,0.36834302947937536,0.024213369699183983,__NA__,__NA__,1
LogisticRegression,10,0.4411822913320053,0.021404835635452694,0.47924735204062036,0.03826939490394465,0.38850040331573943,0.030732643320172778,__NA__,__NA__,1
RandomForest,10,0.42291074985542637,0.014700750796051735,0.4675062369814887,0.03306175627673912,0.38151033437334575,0.02774683958053455,__NA__,__NA__,1
LogisticRegression,5,0.3037293580929127,0.03772683529339929,0.39706285009544284,0.03728490469958889,0.2926066335559864,0.03428108754389123,__NA__,__NA__,1
ExtraTrees,5,0.30678532416629184,0.03459410530031935,0.39214683920674953,0.025819072559148212,0.27231249712274697,0.024676686797690476,__NA__,__NA__,1
RandomForest,5,0.3017284585234209,0.02816195559331187,0.37880019999039055,0.032755521180843794,0.29266191832312416,0.027053253456091234,__NA__,__NA__,1
LogisticRegression,3,0.1617528754096254,0.043079649933457476,0.3499254095950777,0.024696349230929365,0.19196725302471745,0.017675952142155806,__NA__,__NA__,1
ExtraTrees,3,0.18254449656235944,0.04346417799599873,0.3310727209273073,0.03437071575353624,0.20090726294230105,0.015755111846550127,__NA__,__NA__,1
RandomForest,3,0.18306239156974874,0.04989347230132106,0.29591710894392115,0.043204694945525375,0.20530524605300568,0.0282909031457844,__NA__,__NA__,1
LogisticRegression,2,0.10750883505750819,0.014072141362324072,0.22695029507529513,0.025786591865834894,0.14073557500718356,0.009358101961864925,__NA__,__NA__,1
RandomForest,2,0.1262777099530939,0.026560765750430152,0.21810389461121793,0.03442281632456647,0.14231510199832875,0.03203434099436224,__NA__,__NA__,1
ExtraTrees,2,0.12881321082053587,0.022959913711691524,0.21689499734225232,0.030622295658561203,0.14133432138843066,0.022130628339786705,__NA__,__NA__,1
LogisticRegression,1,0.09382252779027181,0.01936506906819677,0.16223870337242433,0.030472854773093357,0.09006240969083001,0.01369532247467203,__NA__,__NA__,1
RandomForest,1,0.0958555548416115,0.016379763128173554,0.14584507764154736,0.031936960400788986,0.09392436939749263,0.02397500792100728,__NA__,__NA__,1
ExtraTrees,1,0.09737068688556191,0.014278750928607366,0.1283145364376061,0.0373058899495674,0.08455666146947108,0.024424938565869015,__NA__,__NA__,1
RandomForest,2,0.375,0.09882117688026186,0.35113636363636364,0.0669940737891421,0.3076371996166888,0.11566487598751944,10,excitatory,2
ExtraTrees,1,0.40625,0.05412658773652741,0.2916666666666667,0.09222376418992582,0.25104166666666666,0.07592901345912868,10,excitatory,2
RandomForest,1,0.359375,0.12789613706050704,0.28920454545454544,0.12977824976308722,0.2650062656641604,0.11993326784154769,10,excitatory,2
ExtraTrees,2,0.390625,0.0924387466109315,0.2859848484848485,0.11604332195850912,0.2477048933608531,0.08641003039575533,10,excitatory,2
ExtraTrees,10,0.515625,0.0924387466109315,0.281060606060606,0.06482033515343098,0.27700647782169524,0.0640751515533998,10,excitatory,2
RandomForest,10,0.421875,0.11158481919598204,0.27121212121212124,0.10149394848674807,0.28530287114845937,0.10404107714911288,10,excitatory,2
RandomForest,3,0.34375,0.06987712429686843,0.24223484848484844,0.12388202416568189,0.23068831699346404,0.13455818292651126,10,excitatory,2
LogisticRegression,40,0.515625,0.027063293868263706,0.2414772727272727,0.02532714669093484,0.23908161584792018,0.04468329362477597,10,excitatory,2
ExtraTrees,5,0.375,0.11692679333668567,0.24128787878787877,0.10078676382881535,0.22928882478031085,0.084496732941943,10,excitatory,2
RandomForest,5,0.296875,0.05182226234930312,0.2350378787878788,0.09048254572715789,0.24461644306845548,0.10032456444532487,10,excitatory,2
RandomForest,40,0.515625,0.05182226234930312,0.22575757575757577,0.037547796292564425,0.2261610671936759,0.054515702587511795,10,excitatory,2
LogisticRegression,20,0.40625,0.10364452469860624,0.21458333333333335,0.06428550361991221,0.20059016360167256,0.05186649396013028,10,excitatory,2
ExtraTrees,20,0.46875,0.06987712429686843,0.20814393939393938,0.037823349582573274,0.20636724386724387,0.04002379746693016,10,excitatory,2
RandomForest,20,0.421875,0.0924387466109315,0.2051136363636364,0.07187269180227925,0.20898646071700994,0.06313057640764184,10,excitatory,2
ExtraTrees,40,0.484375,0.06810779599282303,0.19924242424242422,0.04205057298902399,0.19507575757575757,0.0513296012202755,10,excitatory,2
LogisticRegression,1,0.21875,0.10364452469860624,0.19507575757575757,0.10112643238039767,0.16171418128654969,0.0795592417777755,10,excitatory,2
LogisticRegression,10,0.359375,0.06810779599282303,0.18295454545454543,0.02174981396962969,0.19719158496732025,0.05056255139497949,10,excitatory,2
ExtraTrees,3,0.28125,0.03125,0.16420454545454546,0.10278124839026406,0.15074604403164774,0.05357155225419972,10,excitatory,2
LogisticRegression,5,0.25,0.0625,0.1263257575757576,0.04073819171249104,0.14651318860877682,0.04942922992641019,10,excitatory,2
LogisticRegression,3,0.234375,0.05182226234930312,0.12007575757575757,0.03262197215120472,0.13832866479925304,0.03374754413530937,10,excitatory,2
LogisticRegression,2,0.21875,0.06987712429686843,0.11439393939393938,0.03258896842763248,0.1254714309812994,0.034349261495522414,10,excitatory,2
ExtraTrees,40,0.808187134502924,0.02802140011862205,0.5833333333333333,0.10561493213030476,0.5673376623376624,0.10140738032765577,10,inhibitory,2
ExtraTrees,20,0.8087719298245613,0.04091896066558106,0.5291666666666666,0.0875,0.5258110516934047,0.10554911339592124,10,inhibitory,2
LogisticRegression,40,0.7666666666666667,0.09634758047541038,0.5041666666666667,0.10532687216470446,0.5042201426024955,0.10765690413521325,10,inhibitory,2
RandomForest,20,0.776608187134503,0.020392509677383288,0.4833333333333333,0.04639803635691683,0.4646482786663052,0.048802627965232735,10,inhibitory,2
RandomForest,40,0.7666666666666667,0.06964713417992703,0.4770833333333333,0.044390157818046894,0.45682295645530935,0.03861563171181613,10,inhibitory,2
ExtraTrees,10,0.7970760233918128,0.04421300157061004,0.46875,0.03423265984407288,0.44319869883437246,0.013896672851219717,10,inhibitory,2
LogisticRegression,3,0.7444444444444445,0.04058327853309351,0.4645833333333333,0.07353901081134494,0.4590380800414007,0.07342128090361089,10,inhibitory,2
LogisticRegression,2,0.6818713450292397,0.08535608089131666,0.4541666666666666,0.0741268619777383,0.4495527859237537,0.06388379507593052,10,inhibitory,2
LogisticRegression,5,0.7228070175438597,0.06412514695613007,0.4520833333333333,0.08426561840065283,0.45133646713817493,0.07868488239312424,10,inhibitory,2
ExtraTrees,5,0.7444444444444445,0.023215711393309028,0.4375,0.01976423537605237,0.4266517164050371,0.007505024641636476,10,inhibitory,2
LogisticRegression,1,0.6491228070175439,0.052043498155057266,0.4354166666666666,0.08970437559004577,0.44127937567314646,0.07381928843521564,10,inhibitory,2
LogisticRegression,20,0.6923976608187135,0.06673844499502737,0.4333333333333333,0.026841872347344,0.42627705627705625,0.019416270613383753,10,inhibitory,2
RandomForest,10,0.7228070175438596,0.06412514695613003,0.425,0.042389562394532926,0.4187770562770563,0.020824202474236383,10,inhibitory,2
ExtraTrees,3,0.7134502923976608,0.07669518741873683,0.41875,0.042389562394532926,0.4151671122994653,0.027163998221328353,10,inhibitory,2
LogisticRegression,10,0.7017543859649122,0.055478555441550524,0.4125,0.036443449342783124,0.4117531338048416,0.018963500880866978,10,inhibitory,2
RandomForest,2,0.6485380116959065,0.0730502758812968,0.4083333333333333,0.09890897892057682,0.4248674453096033,0.08996025568142443,10,inhibitory,2
RandomForest,3,0.6380116959064327,0.05303290783043101,0.4020833333333333,0.08655240865767076,0.41647650828963395,0.07324958669020819,10,inhibitory,2
RandomForest,1,0.6385964912280702,0.03612501803855087,0.4020833333333333,0.07083333333333332,0.4131720430107527,0.05692378061610118,10,inhibitory,2
ExtraTrees,2,0.6807017543859649,0.08834861973343279,0.4,0.053764532919016415,0.4032992962075112,0.032593949836392716,10,inhibitory,2
RandomForest,5,0.6491228070175438,0.052043498155057266,0.38125,0.03061862178478973,0.39302052785923747,0.018911517971156908,10,inhibitory,2
ExtraTrees,1,0.6274853801169591,0.03427918336784291,0.36875,0.023385358667337132,0.3852841119762699,0.012871947118087831,10,inhibitory,2
LogisticRegression,1,0.838562091503268,0.0786380718572289,0.8776190476190477,0.04295227536677977,0.7788024926930474,0.07746575425067767,19,inhibitory,2
LogisticRegression,40,0.9209150326797386,0.05616353218023747,0.8461904761904762,0.16103125708891797,0.8326348867936743,0.1282620334459596,19,inhibitory,2
LogisticRegression,2,0.8156862745098039,0.0862547016278359,0.8376190476190477,0.06505535755404976,0.7475448614354162,0.09378316955658417,19,inhibitory,2
LogisticRegression,3,0.7928104575163399,0.08831030459636358,0.7976190476190474,0.04051818549749072,0.7163148079639833,0.09058418128761832,19,inhibitory,2
RandomForest,40,0.8516339869281045,0.11782122184830063,0.7628571428571429,0.21361057665305314,0.7359344598054276,0.2185626726947239,19,inhibitory,2
ExtraTrees,5,0.8509803921568627,0.04531066669918173,0.7619047619047619,0.09484442446769185,0.7379941734202023,0.0868708614784176,19,inhibitory,2
LogisticRegression,5,0.8045751633986928,0.0794164715246224,0.7609523809523808,0.06633591421499536,0.7109179825671579,0.0966312543112817,19,inhibitory,2
LogisticRegression,20,0.8620915032679738,0.02776047134849058,0.759047619047619,0.12765457927539195,0.730745352317933,0.05965998399316055,19,inhibitory,2
LogisticRegression,10,0.8392156862745097,0.04146078830628418,0.7552380952380953,0.08299113413293735,0.7233694581280788,0.05667357022057722,19,inhibitory,2
ExtraTrees,3,0.8392156862745097,0.11310022690887982,0.7542857142857142,0.061156651759410166,0.7507068700672705,0.1098779431371935,19,inhibitory,2
ExtraTrees,10,0.8392156862745097,0.04146078830628418,0.7285714285714284,0.1044041510543025,0.7076551724137932,0.07488382158629427,19,inhibitory,2
RandomForest,1,0.8065359477124183,0.08926774319792335,0.7247619047619048,0.19117490893155584,0.6746098839980931,0.1669104778971229,19,inhibitory,2
ExtraTrees,1,0.8052287581699347,0.10689022452547838,0.7238095238095237,0.17452234781431664,0.67299635477611,0.15990366036673664,19,inhibitory,2
ExtraTrees,40,0.8287581699346405,0.09468330380345809,0.7219047619047618,0.20142012815806387,0.6879078341013826,0.19324841514301125,19,inhibitory,2
ExtraTrees,2,0.8163398692810457,0.10037309187164686,0.7142857142857143,0.07019570956777454,0.7009219238307114,0.10207814291425901,19,inhibitory,2
RandomForest,3,0.8281045751633986,0.06226669471275584,0.7052380952380952,0.16217344652368218,0.6839219238307115,0.14926324026125887,19,inhibitory,2
RandomForest,5,0.8274509803921568,0.0735519210281579,0.7047619047619047,0.16338261091995196,0.686551724137931,0.15740731984692619,19,inhibitory,2
RandomForest,2,0.8169934640522876,0.07409009182192572,0.6985714285714286,0.17221776016456536,0.6760131362889984,0.16044764641617382,19,inhibitory,2
RandomForest,10,0.838562091503268,0.06708824794957564,0.6852380952380951,0.16498745915373242,0.6814408602150538,0.15417716503894907,19,inhibitory,2
RandomForest,20,0.8287581699346405,0.0995010835763925,0.6523809523809524,0.2101937341970298,0.65427608311229,0.2015205972842554,19,inhibitory,2
ExtraTrees,20,0.8052287581699347,0.043433327387806926,0.6290476190476191,0.0966608020740381,0.6159126984126985,0.10556065747307396,19,inhibitory,2
RandomForest,3,0.763888888888889,0.08425417160057277,0.77,0.08276472678623424,0.7604329004329005,0.08434975232997112,2,excitatory,2
ExtraTrees,2,0.7416666666666666,0.09196080754026026,0.745,0.1004987562112089,0.7364574314574315,0.09620492243785941,2,excitatory,2
ExtraTrees,5,0.7222222222222222,0.10971343143406388,0.73,0.0966953980290686,0.7164935064935065,0.11156789038194312,2,excitatory,2
ExtraTrees,3,0.7194444444444444,0.06236095644623237,0.73,0.0620483682299543,0.7136796536796537,0.06623138240907248,2,excitatory,2
ExtraTrees,10,0.725,0.1077262190536962,0.725,0.10839741694339398,0.722936507936508,0.10866479323584834,2,excitatory,2
RandomForest,20,0.7194444444444444,0.06236095644623237,0.725,0.07416198487095664,0.7136796536796537,0.06623138240907249,2,excitatory,2
RandomForest,5,0.7194444444444444,0.16905693394114377,0.725,0.15890248582070704,0.7113275613275614,0.1780532221782525,2,excitatory,2
RandomForest,2,0.7194444444444444,0.11732617823301597,0.72,0.11335784048754637,0.7115873015873017,0.11752529305401709,2,excitatory,2
LogisticRegression,3,0.7,0.08897565210026093,0.7150000000000001,0.0845576726264388,0.6914862914862915,0.09205127776140319,2,excitatory,2
LogisticRegression,2,0.7,0.1133796201775475,0.71,0.11683321445547923,0.6932828282828283,0.11571735828225178,2,excitatory,2
LogisticRegression,5,0.7,0.20611784954543497,0.71,0.19078784028338913,0.680036075036075,0.235011396183215,2,excitatory,2
ExtraTrees,1,0.6944444444444444,0.12668615834434865,0.6950000000000001,0.13076696830622023,0.6843145743145743,0.137891088709728,2,excitatory,2
RandomForest,10,0.675,0.0812707713240433,0.68,0.08276472678623424,0.6653463203463204,0.08043676801870167,2,excitatory,2
RandomForest,40,0.6722222222222223,0.055970671332249686,0.6799999999999999,0.04847679857416328,0.6573593073593074,0.04826208876899232,2,excitatory,2
LogisticRegression,1,0.65,0.0816496580927726,0.6599999999999999,0.08602325267042626,0.6329437229437229,0.09182351893148741,2,excitatory,2
LogisticRegression,10,0.65,0.1077262190536962,0.65,0.108397416943394,0.6483333333333333,0.10806376718298218,2,excitatory,2
ExtraTrees,20,0.65,0.12341588828623924,0.65,0.1341640786499874,0.6407359307359307,0.13242934047520985,2,excitatory,2
ExtraTrees,40,0.65,0.07317744373510827,0.65,0.08366600265340755,0.6324891774891774,0.08775918972333417,2,excitatory,2
LogisticRegression,20,0.625,0.13777329741819158,0.635,0.1392838827718412,0.6049206349206349,0.15098100307820644,2,excitatory,2
LogisticRegression,40,0.6083333333333334,0.14337208778404378,0.61,0.15215124054702941,0.6008152958152959,0.14945977846537184,2,excitatory,2
RandomForest,1,0.6027777777777777,0.16329931618554522,0.61,0.16170961628796232,0.591002886002886,0.16991324773354266,2,excitatory,2
LogisticRegression,5,0.9428571428571428,0.06998542122237654,0.95,0.06123724356957946,0.9428571428571428,0.06998542122237654,20,excitatory,2
RandomForest,3,0.9428571428571428,0.11428571428571428,0.95,0.09999999999999999,0.9416666666666667,0.1166666666666667,20,excitatory,2
RandomForest,5,0.9428571428571428,0.11428571428571428,0.95,0.09999999999999999,0.9416666666666667,0.1166666666666667,20,excitatory,2
RandomForest,10,0.9428571428571428,0.11428571428571428,0.95,0.09999999999999999,0.9416666666666667,0.1166666666666667,20,excitatory,2
RandomForest,20,0.9428571428571428,0.11428571428571428,0.95,0.09999999999999999,0.9416666666666667,0.1166666666666667,20,excitatory,2
ExtraTrees,40,0.9428571428571428,0.11428571428571428,0.95,0.09999999999999999,0.9416666666666667,0.1166666666666667,20,excitatory,2
ExtraTrees,1,0.9142857142857143,0.11428571428571428,0.925,0.1,0.9130952380952382,0.11637475628428513,20,excitatory,2
RandomForest,2,0.9142857142857143,0.11428571428571428,0.925,0.1,0.9130952380952382,0.11637475628428513,20,excitatory,2
ExtraTrees,5,0.9142857142857143,0.11428571428571428,0.925,0.1,0.9130952380952382,0.11637475628428513,20,excitatory,2
LogisticRegression,1,0.9142857142857143,0.11428571428571428,0.9166666666666666,0.10540925533894599,0.9105555555555556,0.11769913516994547,20,excitatory,2
LogisticRegression,2,0.9142857142857143,0.11428571428571428,0.9166666666666666,0.10540925533894599,0.9105555555555556,0.11769913516994547,20,excitatory,2
LogisticRegression,3,0.9142857142857143,0.11428571428571428,0.9166666666666666,0.10540925533894599,0.9105555555555556,0.11769913516994547,20,excitatory,2
ExtraTrees,3,0.9095238095238095,0.11703053073756674,0.9166666666666666,0.10540925533894599,0.9073809523809523,0.11963758576399663,20,excitatory,2
RandomForest,1,0.8857142857142858,0.13997084244475302,0.9,0.1224744871391589,0.8833333333333332,0.14288690166235207,20,excitatory,2
RandomForest,40,0.8857142857142858,0.13997084244475302,0.9,0.1224744871391589,0.8833333333333332,0.14288690166235207,20,excitatory,2
ExtraTrees,10,0.8857142857142858,0.13997084244475302,0.8916666666666666,0.13333333333333336,0.8833333333333332,0.14288690166235207,20,excitatory,2
ExtraTrees,2,0.880952380952381,0.10858813572372743,0.8916666666666666,0.09718253158075502,0.8788095238095238,0.11084196426933217,20,excitatory,2
LogisticRegression,20,0.8857142857142858,0.1665986255670086,0.8833333333333332,0.16329931618554522,0.8831746031746033,0.16711082163336727,20,excitatory,2
LogisticRegression,40,0.8857142857142858,0.1665986255670086,0.8833333333333332,0.16329931618554522,0.8831746031746033,0.16711082163336727,20,excitatory,2
ExtraTrees,20,0.8571428571428573,0.12777531299998798,0.8666666666666666,0.12190615698606497,0.8547619047619047,0.130442731198212,20,excitatory,2
LogisticRegression,10,0.8571428571428571,0.18070158058105026,0.8666666666666666,0.16541194367732673,0.8483333333333334,0.19382122346808842,20,excitatory,2
LogisticRegression,5,0.7233201581027668,0.13254373626171712,0.7761904761904762,0.14049188325942102,0.6931981166981167,0.14968462056819873,22,__NA__,2
RandomForest,10,0.6889328063241107,0.14427473050676803,0.7142857142857142,0.1467717619754518,0.6543127551460884,0.16222484136182125,22,__NA__,2
RandomForest,3,0.6770750988142293,0.15760593874204204,0.7130158730158731,0.13101306915050043,0.6416206690820997,0.1564972399455557,22,__NA__,2
ExtraTrees,40,0.732411067193676,0.06148246436474551,0.7006349206349206,0.12321632414028381,0.6275588115588115,0.0885323178388319,22,__NA__,2
ExtraTrees,5,0.6881422924901186,0.14384528237901106,0.6888888888888889,0.1978340769318189,0.6393989477258872,0.18205038634807078,22,__NA__,2
ExtraTrees,3,0.633596837944664,0.17610725053069554,0.6888888888888889,0.21006423809631214,0.6242850748285532,0.19599709662455897,22,__NA__,2
RandomForest,2,0.6766798418972332,0.1262943268524365,0.6866666666666668,0.17003430655871626,0.6051748090878526,0.1276929916330751,22,__NA__,2
LogisticRegression,10,0.6881422924901186,0.10868055949834447,0.686031746031746,0.13498000561134976,0.6198574114057985,0.142731648096044,22,__NA__,2
